user_id,product_id,category_code,brand,price,event_type
68,89,,,98.84,view
69,90,appliances.environment.water_heater,artel,72.85,view
51,91,electronics.smartphone,samsung,952.41,view
9,92,electronics.video.tv,elenberg,411.83,view
5,93,computers.desktop,pulser,983.27,view
70,94,appliances.environment.air_heater,oasis,28.7,view
71,95,,skad,223.94,view
72,96,electronics.smartphone,samsung,344.64,view
73,97,electronics.smartphone,huawei,130.65,view
58,98,,samsung,20.57,view
74,99,,sony,413.91,view
75,100,,pride,231.15,view
76,101,electronics.smartphone,apple,735.05,view
57,72,construction.tools.pump,leo,48.9,view
55,68,electronics.smartphone,samsung,286.86,view
3,17,computers.notebook,hp,580.89,view
77,102,electronics.smartphone,xiaomi,456.45,view
78,103,electronics.clocks,apple,617.52,view
28,64,appliances.environment.vacuum,gorenje,90.07,view
62,104,electronics.smartphone,huawei,243.25,view
67,105,electronics.smartphone,apple,957.53,view
41,106,electronics.smartphone,apple,612.43,view
22,107,appliances.environment.vacuum,redmond,149.24,view
79,71,electronics.smartphone,samsung,130.76,view
9,9,electronics.smartphone,huawei,566.01,view
5,108,computers.desktop,pulser,1016.73,view
75,100,,pride,231.15,view
80,109,apparel.shoes.slipons,caprice,41.19,view
27,110,apparel.shoes.keds,nexpero,107.85,view
26,33,,,203.35,view
28,64,appliances.environment.vacuum,gorenje,90.07,view
81,111,appliances.environment.air_heater,oasis,49.81,view
82,105,electronics.smartphone,apple,957.53,view
37,43,appliances.kitchen.washer,hotpoint-ariston,275.37,view
83,45,electronics.smartphone,samsung,254.82,view
45,112,,microsoft,275.4,view
77,71,electronics.smartphone,samsung,130.76,view
84,102,electronics.smartphone,xiaomi,456.45,view
67,18,electronics.smartphone,apple,1747.79,view
66,45,electronics.smartphone,samsung,254.82,view
82,113,electronics.smartphone,apple,739.81,view
57,72,construction.tools.pump,leo,48.9,view
34,40,,timberk,38.59,view
70,114,appliances.environment.air_heater,elenberg,33.44,view
32,115,,lucente,106.31,view
85,116,electronics.smartphone,samsung,885.07,view
41,117,electronics.smartphone,apple,643.23,view
75,118,,kicx,288.3,view
26,119,,,235.01,view
77,45,electronics.smartphone,samsung,254.82,view
86,120,computers.notebook,acer,669.0,view
87,121,electronics.smartphone,oneplus,838.89,view
88,122,,xiaomi,29.51,view
71,123,,skad,195.63,view
33,39,appliances.environment.vacuum,elenberg,33.44,view
67,4,electronics.smartphone,apple,1081.98,view
79,71,electronics.smartphone,samsung,130.76,purchase
83,45,electronics.smartphone,samsung,254.82,view
13,124,furniture.living_room.sofa,,543.1,view
52,62,electronics.audio.headphone,sony,218.77,view
3,3,computers.notebook,lenovo,251.74,view
89,125,apparel.shoes,baden,76.96,view
90,126,furniture.living_room.chair,,169.86,view
71,95,,skad,223.94,view
37,43,appliances.kitchen.washer,hotpoint-ariston,275.37,view
59,127,,rush,158.56,view
67,88,electronics.smartphone,apple,975.57,view
24,128,,redmond,22.91,view
91,129,appliances.environment.air_heater,elenberg,56.6,view
26,119,,,235.01,view
44,130,electronics.clocks,casio,39.05,view
53,65,,vitek,72.0,view
65,131,,kenwood,360.34,view
92,132,electronics.smartphone,samsung,1044.09,view
71,133,,skad,325.83,view
93,134,appliances.kitchen.refrigerators,indesit,349.79,view
34,135,,polaris,40.93,view
71,95,,skad,223.94,view
94,136,electronics.smartphone,apple,1541.61,view
44,137,electronics.clocks,,24.97,view
75,138,,kicx,324.08,view
95,139,,,33.46,view
96,58,electronics.smartphone,samsung,787.18,view
97,140,auto.accessories.compressor,,89.81,view
98,141,electronics.smartphone,oppo,179.38,view
99,142,electronics.smartphone,nokia,72.28,view
91,129,appliances.environment.air_heater,elenberg,56.6,view
29,36,apparel.shoes.keds,respect,66.67,view
97,143,auto.accessories.compressor,,102.42,view
100,144,electronics.clocks,samsung,257.38,view
67,88,electronics.smartphone,apple,975.57,view
34,135,,polaris,40.93,view
3,145,computers.notebook,acer,257.15,view
101,146,appliances.kitchen.meat_grinder,redmond,91.38,view
41,147,electronics.smartphone,apple,642.69,view
79,71,electronics.smartphone,samsung,130.76,view
24,148,,redmond,56.6,view
71,149,,kipardo,308.37,view
27,150,apparel.shoes.keds,fila,75.91,view
102,151,apparel.shoes,fassen,51.22,view
103,152,,xiaomi,115.28,view
104,45,electronics.smartphone,samsung,254.82,view
105,153,appliances.environment.air_heater,ballu,15.42,view
106,34,apparel.shoes,respect,51.22,view
58,154,electronics.smartphone,samsung,154.42,view
107,155,,stanley,16.28,view
108,88,electronics.smartphone,apple,975.57,view
109,156,,vega,37.99,view
70,114,appliances.environment.air_heater,elenberg,33.44,view
5,108,computers.desktop,pulser,1016.73,view
65,87,,vitek,90.61,view
87,121,electronics.smartphone,oneplus,838.89,view
79,71,electronics.smartphone,samsung,130.76,view
110,114,appliances.environment.air_heater,elenberg,33.44,view
29,36,apparel.shoes.keds,respect,66.67,view
34,157,,electrolux,102.94,view
60,158,electronics.smartphone,nokia,102.68,view
111,159,computers.notebook,lenovo,411.83,view
16,160,electronics.smartphone,samsung,383.51,view
57,161,construction.tools.pump,leo,158.46,view
65,162,,bosch,157.71,view
27,163,apparel.shoes.keds,strobbs,51.22,view
112,164,,,115.32,view
90,165,furniture.living_room.chair,,169.86,view
113,166,,,228.06,view
32,119,,,235.01,view
114,129,appliances.environment.air_heater,elenberg,56.6,view
115,167,electronics.smartphone,xiaomi,450.46,view
3,168,computers.notebook,acer,643.49,view
23,169,,gran-stone,77.08,view
116,170,,yokohama,74.65,view
2,171,,,499.11,view
81,172,appliances.environment.air_heater,elenberg,36.01,view
94,136,electronics.smartphone,apple,1541.61,view
100,173,electronics.clocks,garmin,1207.24,view
88,122,,xiaomi,29.51,view
65,162,,bosch,157.71,view
117,174,,brw,132.31,view
117,175,,sv,128.45,view
118,38,apparel.shoes,burgerschuhe,102.45,view
57,176,construction.tools.pump,leo,64.35,view
34,157,,electrolux,102.94,view
119,111,appliances.environment.air_heater,oasis,49.81,view
67,88,electronics.smartphone,apple,975.57,view
111,177,computers.notebook,acer,486.47,view
5,178,computers.components.videocards,gigabyte,437.33,view
120,88,electronics.smartphone,apple,975.57,view
121,179,,stels,72.05,view
93,180,appliances.kitchen.refrigerators,indesit,424.64,view
122,181,,vitek,12.84,view
87,182,electronics.smartphone,oneplus,746.22,view
123,183,appliances.kitchen.microwave,ava,53.23,view
78,56,electronics.smartphone,apple,1415.48,view
13,184,furniture.kitchen.table,,347.5,view
117,185,,,88.26,view
2,186,,,282.89,view
65,187,,kenwood,231.64,view
100,188,electronics.clocks,garmin,859.73,view
124,189,,lucente,271.82,view
107,190,,total,43.73,view
28,64,appliances.environment.vacuum,gorenje,90.07,view
44,130,electronics.clocks,casio,39.05,view
125,45,electronics.smartphone,samsung,254.82,view
56,71,electronics.smartphone,samsung,130.76,view
87,182,electronics.smartphone,oneplus,746.22,view
13,191,furniture.kitchen.table,,154.16,view
47,192,,sailun,73.62,view
28,193,appliances.environment.vacuum,bosch,283.05,view
95,194,,clatronic,58.52,view
126,195,computers.desktop,trust,187.13,view
127,56,electronics.smartphone,apple,1415.48,view
87,196,electronics.smartphone,oneplus,591.75,view
13,191,furniture.kitchen.table,,154.16,view
128,197,construction.tools.drill,dewalt,151.07,view
129,122,,xiaomi,29.51,view
99,198,electronics.smartphone,bq,71.45,view
57,176,construction.tools.pump,leo,64.35,view
100,173,electronics.clocks,garmin,1207.24,view
23,169,,gran-stone,77.08,view
87,199,electronics.smartphone,oneplus,591.78,view
57,72,construction.tools.pump,leo,48.9,view
84,200,electronics.smartphone,xiaomi,452.81,view
103,201,,xiaomi,225.23,view
2,202,,,882.88,view
127,88,electronics.smartphone,apple,975.57,view
93,134,appliances.kitchen.refrigerators,indesit,349.79,view
24,148,,redmond,56.6,view
122,181,,vitek,12.84,view
84,203,electronics.smartphone,xiaomi,423.95,view
100,204,,oral-b,17.99,view
27,205,apparel.shoes.keds,asics,51.48,view
57,72,construction.tools.pump,leo,48.9,view
65,206,,arnica,63.71,view
130,207,,cordiant,59.2,view
60,158,electronics.smartphone,nokia,102.68,view
131,208,kids.toys,chicco,74.62,view
2,209,,,746.48,view
95,210,,redmond,41.16,view
93,211,appliances.kitchen.refrigerators,samsung,539.1,view
132,212,appliances.kitchen.refrigerators,indesit,257.15,view
66,45,electronics.smartphone,samsung,254.82,view
57,72,construction.tools.pump,leo,48.9,view
41,147,electronics.smartphone,apple,642.69,purchase
133,213,electronics.smartphone,samsung,92.64,view
99,214,electronics.smartphone,bq,42.45,view
134,215,apparel.shoes,respect,23.94,view
16,68,electronics.smartphone,samsung,286.86,view
135,68,electronics.smartphone,samsung,286.86,view
124,216,,vega,31.27,view
136,122,,xiaomi,29.51,view
24,217,,redmond,66.29,view
137,218,,bts,231.64,view
138,219,,dior,99.1,view
139,220,,cordiant,42.99,view
140,221,,hansa,411.83,view
141,222,electronics.smartphone,oppo,257.38,view
47,88,electronics.smartphone,apple,975.57,view
99,223,electronics.smartphone,bq,52.74,view
34,157,,electrolux,102.94,view
113,224,,,242.22,view
117,225,,,86.21,view
23,226,,gran-stone,59.46,view
41,147,electronics.smartphone,apple,642.69,view
132,227,appliances.kitchen.refrigerators,indesit,310.37,view
32,228,,lucente,375.04,view
136,122,,xiaomi,29.51,cart
53,65,,vitek,72.0,view
142,229,,,99.1,view
143,230,,lucente,244.02,view
126,195,computers.desktop,trust,187.13,view
87,231,electronics.smartphone,xiaomi,463.04,view
144,232,electronics.clocks,,133.85,view
23,27,,gran-stone,67.58,view
145,88,electronics.smartphone,apple,975.57,view
146,233,,trebl,55.6,view
147,234,electronics.smartphone,samsung,134.42,view
144,232,electronics.clocks,,133.85,view
148,59,electronics.audio.headphone,xiaomi,23.13,view
149,73,,,257.15,view
2,235,,,656.39,view
136,122,,xiaomi,29.51,view
126,236,computers.desktop,polaris,74.6,view
130,237,,cordiant,53.54,view
53,238,,polaris,40.93,view
135,68,electronics.smartphone,samsung,286.86,view
150,239,appliances.environment.air_heater,electrolux,71.82,view
151,240,,intex,64.22,view
67,45,electronics.smartphone,samsung,254.82,view
24,217,,redmond,66.29,view
13,241,electronics.clocks,,350.07,view
152,242,,celestron,120.98,view
153,243,computers.notebook,lenovo,373.21,view
154,244,appliances.kitchen.refrigerators,lg,465.7,view
141,222,electronics.smartphone,oppo,257.38,view
99,198,electronics.smartphone,bq,71.45,view
66,245,,,51.22,view
41,246,,arena,48.65,view
103,201,,xiaomi,225.23,view
67,71,electronics.smartphone,samsung,130.76,view
155,247,electronics.smartphone,apple,1619.09,view
150,239,appliances.environment.air_heater,electrolux,71.82,view
2,235,,,656.39,view
113,248,,,244.28,view
156,249,,granhel,181.21,view
157,250,,lucente,127.67,view
71,251,electronics.telephone,nokia,73.57,view
158,252,electronics.smartphone,apple,736.18,view
67,74,electronics.smartphone,samsung,241.19,view
159,45,electronics.smartphone,samsung,254.82,view
2,209,,,746.48,view
154,244,appliances.kitchen.refrigerators,lg,465.7,view
160,253,furniture.bathroom.toilet,santeri,54.42,view
24,254,,moulinex,77.2,view
129,122,,xiaomi,29.51,purchase
62,104,electronics.smartphone,huawei,243.25,view
161,255,,sony,470.02,view
67,58,electronics.smartphone,samsung,787.18,view
41,256,,arena,411.59,view
162,257,appliances.environment.air_heater,oasis,37.81,view
163,258,appliances.kitchen.washer,indesit,179.67,view
128,259,construction.tools.drill,bosch,46.28,view
47,56,electronics.smartphone,apple,1415.48,view
130,207,,cordiant,59.2,view
164,260,auto.accessories.alarm,starline,138.23,view
144,232,electronics.clocks,,133.85,view
163,261,appliances.kitchen.washer,samsung,295.49,view
60,262,electronics.smartphone,nokia,257.38,view
165,263,,kingston,5.12,view
152,242,,celestron,120.98,view
158,252,electronics.smartphone,apple,736.18,view
146,264,,,21.42,view
144,232,electronics.clocks,,133.85,view
16,160,electronics.smartphone,samsung,383.51,view
166,265,appliances.environment.vacuum,samsung,128.45,view
16,16,appliances.kitchen.mixer,bosch,58.95,view
84,266,electronics.smartphone,xiaomi,321.5,view
103,135,,polaris,40.93,view
126,236,computers.desktop,polaris,74.6,view
2,267,,,437.33,view
47,88,electronics.smartphone,apple,975.57,view
167,268,electronics.clocks,apple,311.87,view
148,269,electronics.audio.headphone,elari,66.87,view
168,270,electronics.audio.headphone,apple,189.91,view
169,271,electronics.smartphone,xiaomi,103.08,view
133,213,electronics.smartphone,samsung,92.64,view
153,243,computers.notebook,lenovo,373.21,view
170,272,apparel.sock,,21.85,view
36,273,appliances.kitchen.refrigerators,indesit,270.02,view
113,248,,,244.28,view
149,274,auto.accessories.player,jvc,46.33,view
146,264,,,21.42,view
13,130,electronics.clocks,casio,39.05,view
99,275,electronics.smartphone,fly,43.73,view
124,189,,lucente,271.82,view
148,59,electronics.audio.headphone,xiaomi,23.13,view
171,68,electronics.smartphone,samsung,286.86,view
65,276,,candy,669.23,view
172,277,,,145.43,view
166,265,appliances.environment.vacuum,samsung,128.45,view
156,249,,granhel,181.21,view
27,42,,triangle,30.89,view
173,278,electronics.smartphone,samsung,174.76,view
174,279,,sv,1029.37,view
175,189,,lucente,271.82,view
176,280,electronics.smartphone,apple,535.38,view
141,222,electronics.smartphone,oppo,257.38,view
177,281,appliances.kitchen.grill,maxwell,69.24,view
86,282,electronics.tablet,prestigio,51.22,view
178,283,,transcend,6.12,view
179,284,,lucente,103.73,view
180,153,appliances.environment.air_heater,ballu,15.42,view
2,209,,,746.48,view
172,285,,sv,257.15,view
176,286,electronics.smartphone,apple,515.67,view
148,59,electronics.audio.headphone,xiaomi,23.13,view
153,287,computers.notebook,lenovo,475.89,view
160,253,furniture.bathroom.toilet,santeri,54.42,purchase
128,288,construction.tools.drill,bosch,123.56,view
146,289,,,23.17,view
181,68,electronics.smartphone,samsung,286.86,view
171,74,electronics.smartphone,samsung,241.19,view
139,220,,cordiant,42.99,view
29,36,apparel.shoes.keds,respect,66.67,view
182,290,,stels,34.49,view
183,291,appliances.kitchen.refrigerators,beko,257.04,view
184,292,apparel.shoes,,90.09,view
23,293,,gran-stone,79.51,view
185,294,,lucente,84.69,view
113,248,,,244.28,view
135,295,electronics.smartphone,samsung,396.15,view
28,296,appliances.kitchen.dishwasher,beko,300.85,view
175,297,,lucente,403.87,view
103,135,,polaris,40.93,view
186,298,,luminarc,102.71,view
171,88,electronics.smartphone,apple,975.57,view
187,299,electronics.smartphone,samsung,460.5,view
188,286,electronics.smartphone,apple,515.67,view
146,289,,,23.17,view
141,300,electronics.smartphone,meizu,231.41,view
60,262,electronics.smartphone,nokia,257.38,view
174,83,,bts,488.82,view
189,301,appliances.kitchen.refrigerators,lg,1248.34,view
190,302,appliances.personal.hair_cutter,moser,47.88,view
191,303,,,257.15,view
185,304,,vega,19.31,view
192,305,,bosch,52.55,view
147,45,electronics.smartphone,samsung,254.82,view
175,306,,lucente,308.37,view
163,307,appliances.kitchen.washer,lg,339.75,view
184,308,apparel.shoes,,90.09,view
193,309,kids.skates,kugoo,568.84,view
55,310,electronics.smartphone,samsung,257.15,view
179,33,,,203.35,view
45,112,,microsoft,275.4,view
135,295,electronics.smartphone,samsung,396.15,view
147,278,electronics.smartphone,samsung,174.76,view
121,311,apparel.shoes.keds,respect,51.22,view
62,312,electronics.smartphone,xiaomi,185.08,view
172,313,,,214.16,view
194,314,appliances.kitchen.washer,lg,308.65,view
32,315,,,33.46,view
189,41,appliances.kitchen.washer,samsung,463.15,view
193,309,kids.skates,kugoo,568.84,view
195,88,electronics.smartphone,apple,975.57,view
45,112,,microsoft,275.4,view
177,281,appliances.kitchen.grill,maxwell,69.24,view
28,296,appliances.kitchen.dishwasher,beko,300.85,view
148,59,electronics.audio.headphone,xiaomi,23.13,view
126,316,furniture.kitchen.table,,72.82,view
121,311,apparel.shoes.keds,respect,51.22,view
62,317,electronics.smartphone,xiaomi,348.53,view
196,318,,montale,102.96,view
197,114,appliances.environment.air_heater,elenberg,33.44,view
146,319,,,22.75,view
172,320,,,99.1,view
198,321,,viatti,40.16,view
199,322,,,107.85,view
200,323,,,64.35,view
103,135,,polaris,40.93,view
147,324,electronics.smartphone,samsung,174.78,view
45,112,,microsoft,275.4,view
201,325,,,245.31,view
189,41,appliances.kitchen.washer,samsung,463.15,view
191,326,,,321.73,view
171,22,electronics.smartphone,xiaomi,197.55,view
202,45,electronics.smartphone,samsung,254.82,view
148,20,electronics.audio.headphone,jbl,33.21,view
153,327,computers.notebook,asus,385.82,view
66,328,,,257.15,view
203,329,,vegas,22.39,view
204,244,appliances.kitchen.refrigerators,lg,465.7,view
135,330,,samsung,18.79,view
205,331,electronics.smartphone,xiaomi,185.71,view
200,323,,,64.35,view
103,332,,polaris,33.41,view
187,60,electronics.smartphone,samsung,388.81,view
206,286,electronics.smartphone,apple,515.67,view
200,323,,,64.35,view
126,316,furniture.kitchen.table,,72.82,view
121,151,apparel.shoes,fassen,51.22,view
197,114,appliances.environment.air_heater,elenberg,33.44,view
185,294,,lucente,84.69,view
171,50,electronics.smartphone,apple,464.13,view
207,333,electronics.smartphone,huawei,463.07,view
41,334,electronics.audio.headphone,apple,161.98,view
208,104,electronics.smartphone,huawei,243.25,view
209,335,electronics.smartphone,apple,711.59,view
146,289,,,23.17,view
164,336,appliances.environment.vacuum,,60.76,view
197,337,appliances.environment.air_heater,elenberg,48.88,view
134,338,,sly,27.91,view
210,45,electronics.smartphone,samsung,254.82,view
32,315,,,33.46,view
149,339,,bosch,77.2,view
211,340,appliances.kitchen.coffee_machine,delonghi,169.86,view
197,114,appliances.environment.air_heater,elenberg,33.44,view
175,306,,lucente,308.37,view
200,323,,,64.35,view
212,234,electronics.smartphone,samsung,134.42,view
175,297,,lucente,403.87,view
213,341,,viking,1323.33,view
214,342,electronics.smartphone,apple,864.63,view
215,343,,luminarc,128.45,view
216,344,,,2.17,view
104,345,,,310.69,view
133,71,electronics.smartphone,samsung,130.76,view
156,346,,nadoba,164.71,view
189,41,appliances.kitchen.washer,samsung,463.15,view
217,88,electronics.smartphone,apple,975.57,view
175,347,,lucente,587.15,view
178,348,,samsung,15.39,view
197,349,appliances.environment.air_heater,oasis,28.03,view
191,267,,,437.33,view
189,301,appliances.kitchen.refrigerators,lg,1248.34,view
214,117,electronics.smartphone,apple,643.23,view
27,350,electronics.video.tv,samsung,368.04,view
121,351,apparel.shoes,respect,128.45,view
218,71,electronics.smartphone,samsung,130.76,view
212,141,electronics.smartphone,oppo,179.38,view
198,352,,viatti,35.01,view
219,353,,stels,118.15,view
220,19,electronics.smartphone,apple,588.77,view
221,354,appliances.environment.vacuum,xiaomi,299.88,view
41,334,electronics.audio.headphone,apple,161.98,view
222,74,electronics.smartphone,samsung,241.19,view
200,355,,x-game,167.81,view
213,356,,viking,329.74,view
223,357,appliances.kitchen.washer,samsung,398.95,view
168,270,electronics.audio.headphone,apple,189.91,purchase
103,358,,vitek,28.24,view
66,359,,,537.21,view
153,327,computers.notebook,asus,385.82,view
174,267,,,437.33,view
113,248,,,244.28,view
135,360,electronics.smartphone,samsung,253.33,view
224,361,,,197.95,view
225,57,computers.notebook,hp,320.35,view
206,286,electronics.smartphone,apple,515.67,cart
214,286,electronics.smartphone,apple,515.67,view
178,362,,samsung,28.26,view
226,363,,luminarc,39.64,view
194,314,appliances.kitchen.washer,lg,308.65,view
126,316,furniture.kitchen.table,,72.82,view
172,364,furniture.kitchen.table,sv,100.36,view
200,355,,x-game,167.81,view
227,365,electronics.smartphone,xiaomi,241.96,view
228,366,appliances.environment.air_conditioner,elenberg,128.68,view
229,367,auto.accessories.player,,123.53,view
230,368,computers.desktop,acer,617.0,view
215,369,,luminarc,36.0,view
66,224,,,242.22,view
175,297,,lucente,403.87,view
23,370,,gran-stone,76.38,view
231,371,electronics.smartphone,samsung,174.76,view
213,372,,viking,229.09,view
223,41,appliances.kitchen.washer,samsung,463.15,view
45,112,,microsoft,275.4,view
41,334,electronics.audio.headphone,apple,161.98,purchase
168,270,electronics.audio.headphone,apple,189.91,view
225,373,computers.notebook,acer,283.12,view
198,374,,viatti,39.9,view
27,350,electronics.video.tv,samsung,368.04,view
164,260,auto.accessories.alarm,starline,138.23,view
232,375,,racer,56.33,view
212,141,electronics.smartphone,oppo,179.38,view
233,376,electronics.audio.subwoofer,kicx,157.28,view
219,179,,stels,72.05,view
197,349,appliances.environment.air_heater,oasis,28.03,view
175,377,,lucente,583.28,view
209,378,electronics.audio.headphone,samsung,127.05,view
23,27,,gran-stone,67.58,view
223,261,appliances.kitchen.washer,samsung,295.49,view
206,286,electronics.smartphone,apple,515.67,purchase
199,322,,,107.85,view
169,278,electronics.smartphone,samsung,174.76,view
45,379,,microsoft,476.18,view
2,380,,housefit,334.63,view
234,71,electronics.smartphone,samsung,130.76,view
235,10,appliances.kitchen.microwave,elenberg,51.46,view
174,381,,mystar,900.9,view
230,382,computers.desktop,netechnics,1055.34,view
66,383,,,209.27,view
236,384,,laston,55.02,view
199,385,,hp,30.86,view
194,314,appliances.kitchen.washer,lg,308.65,view
220,286,electronics.smartphone,apple,515.67,view
23,386,,gran-stone,66.15,view
213,372,,viking,229.09,view
237,334,electronics.audio.headphone,apple,161.98,view
174,279,,sv,1029.37,view
149,387,,,34.13,view
238,388,electronics.clocks,samsung,150.95,view
239,60,electronics.smartphone,samsung,388.81,view
45,379,,microsoft,476.18,view
240,71,electronics.smartphone,samsung,130.76,view
62,317,electronics.smartphone,xiaomi,348.53,view
23,27,,gran-stone,67.58,view
191,389,,,411.59,view
241,390,,cordiant,38.61,view
230,391,computers.desktop,pulser,1763.21,view
223,392,appliances.kitchen.washer,samsung,319.14,view
196,393,,,2.86,view
135,360,electronics.smartphone,samsung,253.33,view
210,45,electronics.smartphone,samsung,254.82,view
242,394,,,252.0,view
2,395,,housefit,203.35,view
36,396,appliances.kitchen.blender,vitek,23.14,view
243,397,,bosch,952.63,view
244,398,appliances.kitchen.refrigerators,midea,101.93,view
206,286,electronics.smartphone,apple,515.67,view
126,316,furniture.kitchen.table,,72.82,view
245,399,appliances.sewing_machine,janome,253.55,view
220,286,electronics.smartphone,apple,515.67,view
135,360,electronics.smartphone,samsung,253.33,view
210,45,electronics.smartphone,samsung,254.82,view
246,400,sport.trainer,housefit,460.76,view
247,401,electronics.smartphone,samsung,286.35,view
196,402,,,2.86,view
248,45,electronics.smartphone,samsung,254.82,view
249,403,appliances.kitchen.washer,midea,100.38,view
103,358,,vitek,28.24,view
41,404,electronics.audio.headphone,apple,171.56,view
194,405,appliances.kitchen.washer,lg,336.95,view
250,406,electronics.camera.video,gopro,437.51,view
251,407,appliances.kitchen.meat_grinder,panasonic,143.84,view
172,364,furniture.kitchen.table,sv,100.36,view
197,349,appliances.environment.air_heater,oasis,28.03,purchase
252,408,computers.components.videocards,asus,192.8,view
153,409,computers.notebook,acer,386.08,view
174,267,,,437.33,view
175,377,,lucente,583.28,view
191,267,,,437.33,view
223,410,appliances.kitchen.washer,samsung,386.08,view
175,297,,lucente,403.87,view
237,334,electronics.audio.headphone,apple,161.98,cart
213,356,,viking,329.74,view
228,411,appliances.environment.air_conditioner,elenberg,229.07,view
66,412,,,277.23,view
213,372,,viking,229.09,view
191,389,,,411.59,view
253,413,,erdenet,252.26,view
254,349,appliances.environment.air_heater,oasis,28.03,view
172,414,furniture.kitchen.table,bts,56.6,view
217,325,,,245.31,view
113,248,,,244.28,view
255,99,,sony,413.91,view
191,267,,,437.33,view
