user_id,product_id,category_code,brand,price,event_type
5048,122,,xiaomi,29.51,view
4956,290,,stels,34.49,view
4313,1234,auto.accessories.alarm,centurion,82.37,view
4947,3523,,sv,977.89,view
4678,50,electronics.smartphone,apple,464.13,view
4834,1234,auto.accessories.alarm,centurion,82.37,view
5049,213,electronics.smartphone,samsung,92.64,view
2989,7226,electronics.clocks,casio,31.15,view
5012,122,,xiaomi,29.51,view
3716,7227,,goodyear,52.77,view
4918,3148,,lucente,298.59,view
5050,1276,,nokian,60.23,view
4585,821,electronics.smartphone,apple,360.08,view
5051,1447,electronics.smartphone,huawei,110.27,view
5052,7228,,,238.53,view
4688,19,electronics.smartphone,apple,588.77,view
4957,5244,,kenwood,398.95,view
4953,233,,trebl,55.6,view
5053,3390,,kurzweil,884.42,view
4989,7148,kids.toys,hb,115.81,view
4736,7229,,,57.92,view
3281,122,,xiaomi,29.51,view
4974,4521,accessories.bag,fisherman,27.29,view
4652,7230,,,334.63,view
5054,7231,,nokian,61.26,view
5055,1048,electronics.smartphone,apple,747.23,view
1968,7232,apparel.shoes,,43.5,view
4816,278,electronics.smartphone,samsung,174.76,view
1033,167,electronics.smartphone,xiaomi,450.46,view
1298,6815,appliances.kitchen.coffee_grinder,vitek,20.34,view
4521,7193,apparel.shoes,shagovita,43.75,view
4980,7233,,,72.64,view
4904,154,electronics.smartphone,samsung,154.42,view
1598,96,electronics.smartphone,samsung,344.64,view
4154,6256,furniture.kitchen.table,bts,66.9,view
4757,7213,construction.tools.pump,leo,65.55,view
5056,2267,electronics.audio.subwoofer,,43.73,view
4990,245,,,51.22,view
3003,4005,,stels,78.51,view
4776,571,electronics.smartphone,samsung,614.55,view
3892,71,electronics.smartphone,samsung,130.76,view
3482,6798,furniture.bathroom.bath,ravak,376.42,view
3904,6797,,rowenta,53.47,view
3456,1112,,triangle,42.99,view
4874,7234,furniture.living_room.sofa,,939.51,view
5057,7235,,braun,164.71,view
5058,7236,,nexen,48.91,view
4531,6710,,redmond,58.43,view
5059,56,electronics.smartphone,apple,1415.48,view
1934,401,electronics.smartphone,samsung,286.35,view
3210,7237,,,140.29,view
2637,3387,electronics.smartphone,xiaomi,181.99,view
3801,3887,appliances.kitchen.meat_grinder,,85.95,view
896,2301,electronics.smartphone,samsung,217.04,view
4193,6841,,granhel,181.21,view
4916,268,electronics.clocks,apple,311.87,view
4603,3249,,luminarc,120.72,view
4066,7238,,,82.34,view
3307,6915,electronics.video.tv,sony,334.37,view
4057,7239,furniture.kitchen.table,,119.69,view
4646,3193,,,214.42,view
4367,196,electronics.smartphone,oneplus,591.75,view
4640,3165,electronics.smartphone,nokia,128.62,view
5060,7240,electronics.smartphone,apple,1027.05,view
4056,2119,auto.accessories.compressor,ryobi,102.94,view
3865,1013,electronics.smartphone,xiaomi,142.86,view
5061,2944,electronics.smartphone,apple,817.91,view
3962,3367,,elenberg,17.99,purchase
5062,483,,force,241.94,view
4335,7241,,,32.18,view
4494,1236,electronics.video.tv,artel,150.71,view
4500,7242,,samsung,60.81,view
4628,7243,kids.fmcg.diapers,manuoki,13.62,view
4795,2932,,bts,679.81,view
4606,7022,,gefest,47.62,view
2641,7181,,,475.84,view
567,1541,appliances.environment.air_heater,,45.05,view
4869,312,electronics.smartphone,xiaomi,185.08,view
4222,7150,appliances.environment.vacuum,lg,107.85,view
4474,7244,,shivaki,152.85,view
4510,1764,appliances.kitchen.meat_grinder,dauscher,25.71,view
5063,1163,,stels,97.56,view
4431,519,electronics.clocks,xiaomi,180.16,view
2935,6611,appliances.kitchen.blender,polaris,36.01,view
4205,7245,,yokohama,93.44,view
1039,7246,accessories.wallet,karya,33.46,view
5064,7247,,,77.48,view
4225,6270,,roadstone,48.14,view
4647,1531,,yokohama,88.55,view
5065,2819,,,34.75,view
1302,2416,electronics.video.tv,samsung,488.85,view
789,7184,appliances.personal.hair_cutter,scarlett,10.27,view
4660,7248,computers.peripherals.printer,hp,148.06,view
5066,7249,,nokian,75.42,view
4433,7250,,skad,204.9,view
4968,7251,electronics.smartphone,samsung,396.15,view
4174,7252,,adil,95.24,view
5067,7253,,lucente,203.87,view
4169,2269,electronics.smartphone,xiaomi,231.64,view
5009,7254,,bridgestone,90.09,view
4852,6873,auto.accessories.compressor,alca,38.61,view
4848,7134,,carlsbad,281.04,view
4632,7255,appliances.environment.vacuum,samsung,64.09,view
4070,7149,appliances.kitchen.refrigerators,midea,135.11,view
5068,7256,,tp-link,19.81,view
4408,7257,electronics.smartphone,meizu,151.57,view
5069,1857,electronics.smartphone,apple,1143.12,view
5070,7258,appliances.kitchen.refrigerators,,189.45,view
5071,3511,construction.tools.welding,,74.36,view
5072,779,electronics.clocks,apple,453.27,view
4796,7259,,hertz,322.71,view
3429,4495,auto.accessories.player,pioneer,129.95,view
4729,96,electronics.smartphone,samsung,344.64,view
805,1098,electronics.smartphone,vivo,231.64,view
1661,7260,,,306.49,view
1779,7261,,ikea,4.35,view
5073,7262,electronics.clocks,casio,155.22,view
4948,5934,,lucente,181.47,view
4688,101,electronics.smartphone,apple,735.05,view
5074,635,electronics.clocks,samsung,150.95,view
4949,721,electronics.clocks,samsung,296.97,view
2989,7263,electronics.clocks,,143.89,view
4758,7264,,bosch,87.9,view
5075,2944,electronics.smartphone,apple,817.91,view
4851,2035,computers.peripherals.printer,canon,118.38,view
5076,71,electronics.smartphone,samsung,130.76,view
4394,392,appliances.kitchen.washer,samsung,319.14,view
4521,6996,apparel.shoes,shagovita,43.75,view
4539,122,,xiaomi,29.51,view
5077,637,electronics.video.tv,samsung,506.29,view
3859,5301,electronics.clocks,casio,122.01,view
3238,7265,stationery.cartrige,hp,230.35,view
4324,6406,,granhel,42.21,view
3815,776,,yokohama,49.04,view
4937,773,,lider,369.1,view
4216,6318,electronics.smartphone,apple,1027.05,view
4719,116,electronics.smartphone,samsung,885.07,view
5078,7266,computers.desktop,microlab,44.79,view
631,7103,auto.accessories.player,prology,36.04,view
4572,68,electronics.smartphone,samsung,286.86,view
5017,2589,electronics.smartphone,samsung,197.43,view
4291,7132,appliances.kitchen.oven,asel,97.2,view
5079,334,electronics.audio.headphone,apple,161.98,view
3398,7267,appliances.kitchen.meat_grinder,scarlett,42.45,view
3201,7268,appliances.kitchen.refrigerators,,320.83,view
5056,2267,electronics.audio.subwoofer,,43.73,view
2551,7030,appliances.kitchen.toster,braun,48.88,view
4720,419,appliances.kitchen.refrigerators,beko,285.77,view
4913,3,computers.notebook,lenovo,251.74,view
4678,50,electronics.smartphone,apple,464.13,purchase
5080,7269,,triangle,33.98,view
4959,22,electronics.smartphone,xiaomi,197.55,view
1573,2001,construction.tools.saw,stihl,443.0,view
5081,156,,vega,37.99,view
4234,7049,appliances.kitchen.washer,bosch,385.85,view
3281,122,,xiaomi,29.51,cart
4130,4717,,,1788.98,view
4849,6919,computers.notebook,dell,706.56,view
4928,4,electronics.smartphone,apple,1081.98,view
1333,1693,appliances.environment.vacuum,karcher,167.05,cart
5082,2915,,matrix,20.78,view
3720,5546,,bridgestone,61.75,view
4399,7270,appliances.kitchen.hob,gorenje,334.6,view
3751,7271,apparel.shoes.espadrilles,rieker,22.65,view
4919,681,electronics.smartphone,xiaomi,308.63,view
5083,115,,lucente,106.31,view
4908,455,electronics.smartphone,samsung,197.43,view
4758,7264,,bosch,87.9,view
5084,141,electronics.smartphone,oppo,179.38,view
4214,692,electronics.smartphone,huawei,963.27,view
4891,4027,,,197.95,view
1635,7272,construction.tools.drill,makita,100.9,view
3913,6944,,grillver,89.65,view
2829,2442,auto.accessories.player,nakamichi,55.34,view
5085,7273,,tigar,63.06,view
4494,1236,electronics.video.tv,artel,150.71,view
4719,116,electronics.smartphone,samsung,885.07,view
5007,88,electronics.smartphone,apple,975.57,view
4052,3493,appliances.environment.vacuum,kolner,95.65,view
4645,59,electronics.audio.headphone,xiaomi,23.13,cart
4974,6528,,,463.31,view
4947,7274,,,1263.61,view
4978,1977,,bosch,148.96,view
4535,71,electronics.smartphone,samsung,130.76,view
5086,88,electronics.smartphone,apple,975.57,view
5087,7275,,mammut,28.06,view
4630,7276,,p.i.t.,27.36,view
5088,735,electronics.smartphone,huawei,155.77,view
4531,6710,,redmond,58.43,view
4993,7277,,,3.63,view
5020,685,,force,241.96,view
4681,7278,electronics.clocks,,372.73,view
2780,2255,appliances.environment.air_heater,oasis,36.01,view
4778,1704,appliances.environment.vacuum,thomas,375.79,view
5089,1187,electronics.smartphone,apple,2072.1,view
3210,7237,,,140.29,view
4324,2277,,,36.04,view
1735,80,apparel.shoes.keds,strobbs,31.92,view
5039,1135,appliances.environment.air_heater,oasis,7.7,view
4366,5027,computers.notebook,lenovo,1199.77,view
5090,7279,electronics.audio.headphone,defender,14.13,view
4944,1487,electronics.smartphone,xiaomi,231.41,view
3512,7280,,,1112.0,view
2972,7281,electronics.clocks,zeppelin,460.76,view
5091,71,electronics.smartphone,samsung,130.76,view
4460,7282,electronics.smartphone,apple,1917.66,view
4563,7283,apparel.shoes,,122.27,view
4816,455,electronics.smartphone,samsung,197.43,view
3945,7284,,polaris,19.8,view
5092,7180,furniture.bedroom.bed,sv,308.63,view
4500,7242,,samsung,60.81,view
5093,245,,,51.22,view
4457,4110,electronics.clocks,,41.96,view
4010,2314,electronics.video.tv,samsung,560.89,view
4874,124,furniture.living_room.sofa,,543.1,view
1934,401,electronics.smartphone,samsung,286.35,view
612,1522,electronics.smartphone,apple,975.57,view
4423,7285,kids.skates,xiaomi,367.68,view
5094,469,,aeroforce,150.82,view
5095,7286,appliances.kitchen.mixer,willmark,17.99,view
5096,7287,apparel.shoes,baden,118.15,view
4504,7222,computers.notebook,msi,1106.82,view
4057,458,,,144.15,view
4353,6312,appliances.environment.vacuum,willmark,46.31,view
5097,7288,furniture.kitchen.chair,selby,41.16,view
3737,88,electronics.smartphone,apple,975.57,view
1972,1702,appliances.kitchen.mixer,dauscher,12.84,view
5098,7289,construction.tools.drill,dewalt,143.63,view
5081,7290,apparel.shoes,,99.1,view
5099,7291,electronics.smartphone,xiaomi,186.49,view
4370,721,electronics.clocks,samsung,296.97,view
5100,122,,xiaomi,29.51,view
4437,7292,electronics.smartphone,nokia,221.31,view
5101,7293,electronics.tablet,genius,46.08,view
5102,5890,electronics.tablet,prestigio,51.2,view
5041,5908,appliances.kitchen.refrigerators,dauscher,200.52,view
5042,7294,computers.notebook,asus,385.85,view
5103,7295,,oral-b,38.59,view
4456,917,electronics.smartphone,huawei,485.54,view
5038,1171,,vitek,28.24,view
4915,4282,kids.toys,disney,14.29,view
4787,7296,appliances.kitchen.microwave,kaiser,335.4,view
5104,288,construction.tools.drill,bosch,123.56,view
3716,7297,,nokian,49.16,view
3003,2128,,stels,75.94,view
4178,365,electronics.smartphone,xiaomi,241.96,view
4664,514,electronics.smartphone,xiaomi,97.27,view
4377,6309,,,6.89,view
4987,401,electronics.smartphone,samsung,286.35,view
4335,7241,,,32.18,view
4070,3171,appliances.kitchen.refrigerators,midea,218.54,view
4715,7298,,tunga,37.07,view
4657,4405,auto.accessories.player,jvc,51.48,view
2297,2698,appliances.kitchen.blender,redmond,59.18,view
2829,6092,auto.accessories.player,nakamichi,61.78,view
3898,7299,appliances.kitchen.meat_grinder,galaxy,61.75,view
5105,234,electronics.smartphone,samsung,134.42,view
631,274,auto.accessories.player,jvc,46.33,view
1199,60,electronics.smartphone,samsung,388.81,purchase
5106,486,electronics.tablet,apple,384.31,view
3801,5855,appliances.kitchen.meat_grinder,saturn,28.83,view
3750,61,electronics.smartphone,samsung,1207.71,view
5107,1866,,stels,180.96,view
4908,455,electronics.smartphone,samsung,197.43,view
4999,7300,,viatti,38.48,view
3887,7301,electronics.audio.subwoofer,hertz,47.52,view
4396,1338,,,86.75,view
4008,154,electronics.smartphone,samsung,154.42,view
3138,481,,bosch,277.97,view
5025,7302,,perina,87.52,view
4106,3059,electronics.smartphone,samsung,771.93,view
4634,468,electronics.smartphone,samsung,794.59,view
4414,7303,,alteco,28.83,view
2756,2107,electronics.video.tv,artel,256.89,view
5108,7304,,brw,299.62,view
4798,88,electronics.smartphone,apple,975.57,view
4989,7305,kids.toys,woddon,25.71,view
5076,68,electronics.smartphone,samsung,286.86,view
3210,7306,,,33.21,view
5017,455,electronics.smartphone,samsung,197.43,view
4755,7307,,skad,269.25,view
4470,60,electronics.smartphone,samsung,388.81,view
4593,1357,electronics.smartphone,samsung,636.05,view
5109,580,electronics.smartphone,apple,1067.84,view
5011,449,,karcher,102.94,view
2004,286,electronics.smartphone,apple,515.67,view
4782,286,electronics.smartphone,apple,515.67,view
5110,821,electronics.smartphone,apple,360.08,view
4660,7248,computers.peripherals.printer,hp,148.06,view
4867,3893,,,516.08,view
4352,154,electronics.smartphone,samsung,154.42,view
5111,2248,electronics.smartphone,apple,1013.72,view
4663,6345,appliances.environment.vacuum,hoover,46.31,view
4619,7154,,babyliss,86.64,view
4521,7308,apparel.shoes,shagovita,43.75,view
5112,1072,electronics.clocks,wonlex,28.31,view
1333,1693,appliances.environment.vacuum,karcher,167.05,cart
3982,3275,electronics.clocks,garmin,138.97,view
3677,71,electronics.smartphone,samsung,130.76,view
4474,448,,artel,155.29,view
5113,65,,vitek,72.0,view
4946,917,electronics.smartphone,huawei,485.54,view
4632,7255,appliances.environment.vacuum,samsung,64.09,view
4702,7309,electronics.smartphone,huawei,128.42,view
1273,49,,luminarc,128.45,view
4487,6469,appliances.kitchen.washer,beko,231.35,view
4888,830,,cordiant,48.65,view
5114,50,electronics.smartphone,apple,464.13,view
4880,4348,,tunga,34.75,view
4993,7310,,,3.81,view
5115,1236,electronics.video.tv,artel,150.71,view
4619,7154,,babyliss,86.64,view
3603,7161,,lider,433.96,view
3821,1369,computers.notebook,acer,514.63,view
4849,6919,computers.notebook,dell,706.56,view
4510,1846,appliances.kitchen.meat_grinder,dauscher,25.71,view
4172,45,electronics.smartphone,samsung,254.82,view
4972,567,electronics.smartphone,xiaomi,135.99,view
4681,7311,electronics.clocks,armani,350.07,view
4116,1013,electronics.smartphone,xiaomi,142.86,view
3454,749,computers.notebook,hp,285.51,view
3720,5546,,bridgestone,61.75,view
4720,3365,appliances.kitchen.refrigerators,,262.5,view
5116,278,electronics.smartphone,samsung,174.76,view
4672,692,electronics.smartphone,huawei,963.27,view
5042,327,computers.notebook,asus,385.82,view
4904,82,electronics.smartphone,huawei,278.55,view
4474,7312,,shivaki,164.62,view
4466,7313,electronics.audio.headphone,jbl,115.81,view
4856,1164,electronics.smartphone,samsung,388.68,view
4282,294,,lucente,84.69,view
2637,3387,electronics.smartphone,xiaomi,181.99,view
3859,7314,electronics.clocks,,118.41,view
1785,121,electronics.smartphone,oneplus,838.89,view
3750,554,electronics.smartphone,samsung,230.89,view
4960,634,electronics.smartphone,huawei,177.47,view
4774,73,,,257.15,view
5117,71,electronics.smartphone,samsung,130.76,view
5118,1919,electronics.clocks,apple,360.34,view
5119,7315,,,19.87,view
4991,7316,auto.accessories.alarm,pandora,183.79,view
4874,7317,furniture.living_room.sofa,,543.1,view
4580,1724,electronics.clocks,samsung,259.98,view
5120,141,electronics.smartphone,oppo,179.38,view
3444,1554,electronics.smartphone,xiaomi,395.1,view
5035,7318,furniture.living_room.sofa,,450.46,view
4504,7319,computers.notebook,msi,978.12,view
4657,5682,auto.accessories.player,alpine,142.86,view
4420,497,,hubert,486.15,view
4908,74,electronics.smartphone,samsung,241.19,view
3896,6953,appliances.kitchen.meat_grinder,moulinex,138.74,view
4876,6950,,,5.42,view
5121,681,electronics.smartphone,xiaomi,308.63,view
4409,2061,,,56.45,view
5122,56,electronics.smartphone,apple,1415.48,view
5123,7320,,vitek,22.91,view
4563,7168,apparel.shoes,,122.27,view
2872,7321,,gipfel,365.1,view
4816,234,electronics.smartphone,samsung,134.42,view
1039,7246,accessories.wallet,karya,33.46,view
4066,7238,,,82.34,view
1968,7322,apparel.shoes,rieker,38.35,view
2746,2740,electronics.clocks,huawei,197.95,view
5124,1020,appliances.kitchen.microwave,midea,48.88,view
4805,274,auto.accessories.player,jvc,46.33,view
5088,735,electronics.smartphone,huawei,155.77,view
5125,7323,,tarkett,5.79,view
805,524,electronics.smartphone,oppo,386.06,view
1661,7324,,,245.2,view
5126,88,electronics.smartphone,apple,975.57,view
2704,6611,appliances.kitchen.blender,polaris,36.01,view
4993,7325,,,3.86,view
5127,7326,kids.skates,xiaomi,369.38,view
4681,7327,electronics.clocks,,372.73,view
4474,448,,artel,155.29,view
5006,634,electronics.smartphone,huawei,177.47,view
5128,7328,,,102.71,view
4983,575,electronics.smartphone,huawei,130.95,purchase
3269,7329,,,7.14,view
4076,6769,appliances.kitchen.dishwasher,beko,324.04,view
4806,7330,electronics.clocks,casio,34.98,view
5129,5309,,kicx,70.79,view
1934,68,electronics.smartphone,samsung,286.86,view
5130,1990,,pt-group,193.06,view
5020,685,,force,241.96,view
4424,7077,,cordiant,32.69,view
5131,268,electronics.clocks,apple,311.87,view
5132,7331,,riviera,464.14,view
3945,7332,,,43.76,view
2483,134,appliances.kitchen.refrigerators,indesit,349.79,view
4603,3249,,luminarc,120.72,view
4912,765,electronics.smartphone,samsung,203.35,view
5133,7333,,prologic,15.23,view
5134,5719,,cordiant,38.35,view
5135,7334,,,36.55,view
4680,3034,appliances.kitchen.refrigerators,,228.47,view
5136,651,,teploross,615.19,view
4840,5487,,lg,127.93,view
4679,7335,construction.tools.welding,magnetta,102.71,view
4119,82,electronics.smartphone,huawei,278.55,view
3887,753,auto.accessories.player,,136.4,view
4539,122,,xiaomi,29.51,view
4947,4804,,,592.68,view
896,1454,electronics.smartphone,samsung,190.46,view
4814,1014,computers.notebook,acer,386.08,view
3482,5104,furniture.bathroom.bath,sharking,413.52,view
5137,88,electronics.smartphone,apple,975.57,view
5138,68,electronics.smartphone,samsung,286.86,view
2222,5969,electronics.smartphone,oppo,153.02,view
5070,7258,appliances.kitchen.refrigerators,,189.45,view
4731,1776,auto.accessories.player,imx,244.54,view
4101,6926,,rowenta,46.31,view
5139,269,electronics.audio.headphone,elari,66.87,view
5085,7336,,yokohama,70.01,view
4705,7337,appliances.environment.water_heater,ariston,210.29,view
5140,1495,electronics.smartphone,samsung,370.41,view
2829,3126,auto.accessories.player,nakamichi,78.51,view
4134,7338,,milat,37.32,view
4672,692,electronics.smartphone,huawei,963.27,view
4474,448,,artel,155.29,view
5141,765,electronics.smartphone,samsung,203.35,view
3210,7339,,ray-ban,215.32,view
5041,7340,appliances.kitchen.refrigerators,dauscher,213.62,view
4948,2918,,lucente,324.08,view
4946,7341,electronics.audio.headphone,yamaha,100.39,view
4407,668,electronics.smartphone,apple,1634.51,view
5142,406,electronics.camera.video,gopro,437.51,view
4634,5007,electronics.smartphone,samsung,621.44,view
5143,88,electronics.smartphone,apple,975.57,view
4923,56,electronics.smartphone,apple,1415.48,view
1468,7342,appliances.kitchen.blender,redmond,53.8,view
3584,317,electronics.smartphone,xiaomi,348.53,view
5144,964,electronics.smartphone,xiaomi,138.47,view
4925,7024,computers.peripherals.printer,hp,38.35,view
4884,7343,appliances.kitchen.refrigerators,dometic,495.41,view
4778,6017,appliances.environment.water_heater,thermex,110.48,view
4683,554,electronics.smartphone,samsung,230.89,view
4956,4005,,stels,78.51,view
4389,3834,,,2011.12,view
3801,5855,appliances.kitchen.meat_grinder,saturn,28.83,view
4937,686,,,321.73,view
3621,264,,,21.42,view
4678,50,electronics.smartphone,apple,464.13,view
5054,1462,,nokian,49.42,view
4052,3210,appliances.environment.vacuum,,69.14,view
5145,278,electronics.smartphone,samsung,174.76,view
